Categoria,Nome,Istruzione rapida,Spiegazione completa,Parole chiave,Link immagine,Fonte normativa
Strada,Pista ciclabile,Parte della strada riservata ai velocipedi.,"È delimitata e destinata alla circolazione delle biciclette. Può essere separata fisicamente o tramite segnaletica, secondo il tipo di infrastruttura.",pista ciclabile; biciclette; velocipedi; corsia ciclabile; riservata,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Crect%20x%3D%2235%22%20y%3D%2240%22%20width%3D%2265%22%20height%3D%22240%22%20fill%3D%22%2322c55e%22%2F%3E%3Ccircle%20cx%3D%2267%22%20cy%3D%22150%22%20r%3D%2218%22%20fill%3D%22none%22%20stroke%3D%22%23fff%22%20stroke-width%3D%226%22%2F%3E%3Ccircle%20cx%3D%2267%22%20cy%3D%22210%22%20r%3D%2218%22%20fill%3D%22none%22%20stroke%3D%22%23fff%22%20stroke-width%3D%226%22%2F%3E%3Cpath%20d%3D%22M67%20150l0%2060%22%20stroke%3D%22%23fff%22%20stroke-width%3D%226%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPista%20ciclabile%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Attraversamento pedonale,Zona della carreggiata destinata al passaggio dei pedoni.,È segnalata con strisce e impone ai conducenti di comportarsi in modo da consentire ai pedoni di attraversare in sicurezza.,attraversamento pedonale; strisce; pedoni; zebre; precedenza,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Crect%20x%3D%22130%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22185%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22240%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22295%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22350%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22405%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%3Crect%20x%3D%22460%22%20y%3D%22115%22%20width%3D%2232%22%20height%3D%22110%22%20fill%3D%22%23fff%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAttraversamento%20pedonale%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Isola di traffico,Parte della strada esclusa dalla circolazione dei veicoli.,"Serve a separare, canalizzare o indirizzare le correnti di traffico. Può essere rialzata oppure delimitata con segnaletica.",isola di traffico; canalizzazione; strisce; rialzata; veicoli,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Cellipse%20cx%3D%22320%22%20cy%3D%22160%22%20rx%3D%22100%22%20ry%3D%2265%22%20fill%3D%22%23facc15%22%2F%3E%3Cpath%20d%3D%22M250%20160h140%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ctext%20x%3D%22320%22%20y%3D%22155%22%20text-anchor%3D%22middle%22%20font-size%3D%2224%22%20fill%3D%22%23111827%22%20font-family%3D%22Arial%22%3EISOLA%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EIsola%20di%20traffico%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Salvagente,Rifugio protetto per pedoni o passeggeri in attesa.,"Facilita la salita e la discesa da tram, filobus o autobus e protegge chi attende. Può essere segnalato con dispositivi luminosi.",salvagente; pedoni; tram; filobus; autobus; fermata; rifugio,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Cellipse%20cx%3D%22320%22%20cy%3D%22160%22%20rx%3D%22100%22%20ry%3D%2265%22%20fill%3D%22%23facc15%22%2F%3E%3Cpath%20d%3D%22M250%20160h140%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ctext%20x%3D%22320%22%20y%3D%22155%22%20text-anchor%3D%22middle%22%20font-size%3D%2224%22%20fill%3D%22%23111827%22%20font-family%3D%22Arial%22%3EISOLA%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ESalvagente%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Spartitraffico,Parte della strada che separa carreggiate o correnti opposte.,Può essere rialzato o delimitato e serve a separare fisicamente o visivamente i flussi di traffico.,spartitraffico; separazione; carreggiate; sensi opposti; mediana,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Crect%20x%3D%22285%22%20y%3D%2240%22%20width%3D%2270%22%20height%3D%22240%22%20rx%3D%2220%22%20fill%3D%22%2322c55e%22%2F%3E%3Ctext%20x%3D%22320%22%20y%3D%22165%22%20text-anchor%3D%22middle%22%20font-size%3D%2218%22%20fill%3D%22%2314532d%22%20font-family%3D%22Arial%22%20transform%3D%22rotate%28-90%20320%20165%29%22%3ESPARTITRAFFICO%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ESpartitraffico%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Passaggio a livello,Intersezione a raso tra strada e linea ferroviaria.,"Può essere protetto da barriere, semibarriere, luci o segnali acustici. In prossimità dei binari bisogna rispettare le prescrizioni specifiche.",passaggio a livello; ferrovia; binari; barriere; treno,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Cpath%20d%3D%22M100%20130h440M100%20190h440%22%20stroke%3D%22%239ca3af%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M120%20110l80%20100M200%20110l80%20100M280%20110l80%20100M360%20110l80%20100M440%20110l80%20100%22%20stroke%3D%22%2378350f%22%20stroke-width%3D%228%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPassaggio%20a%20livello%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Passo carrabile,Accesso dei veicoli da una strada a una proprietà laterale.,"Deve essere autorizzato e può essere segnalato. In corrispondenza dell'accesso è vietata la sosta, ma non automaticamente la fermata.",passo carrabile; accesso; proprietà laterale; divieto di sosta; autorizzazione,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%3Crect%20x%3D%2235%22%20y%3D%22145%22%20width%3D%2265%22%20height%3D%22110%22%20fill%3D%22%23cbd5e1%22%2F%3E%3Cpath%20d%3D%22M35%20200h130%22%20stroke%3D%22%23facc15%22%20stroke-width%3D%2212%22%2F%3E%3Crect%20x%3D%2235%22%20y%3D%2275%22%20width%3D%22120%22%20height%3D%2270%22%20fill%3D%22%2394a3b8%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPasso%20carrabile%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Intersezione a raso,Incrocio tra strade sullo stesso livello.,"Le correnti di traffico si incontrano o si separano senza opere a livelli diversi. Può essere regolata da segnali, semafori o agenti.",intersezione a raso; incrocio; stesso livello; semaforo; precedenza,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22250%22%20y%3D%2225%22%20width%3D%22140%22%20height%3D%22310%22%20fill%3D%22%23374151%22%2F%3E%3Crect%20x%3D%2240%22%20y%3D%22115%22%20width%3D%22560%22%20height%3D%22140%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2040v70M320%20260v60M55%20185h180M405%20185h180%22%20stroke%3D%22%23fff%22%20stroke-width%3D%227%22%20stroke-dasharray%3D%2222%2018%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EIntersezione%20a%20raso%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Intersezione a livelli sfalsati,Incrocio con strade poste a quote diverse.,"Comprende rampe, sovrappassi e sottopassi per evitare l'incrocio diretto delle correnti di traffico.",livelli sfalsati; svincolo; rampa; sovrappasso; sottopasso; intersezione,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2260%22%20y%3D%22135%22%20width%3D%22520%22%20height%3D%2290%22%20rx%3D%228%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M75%20180h490%22%20stroke%3D%22%23fff%22%20stroke-width%3D%227%22%20stroke-dasharray%3D%2222%2018%22%2F%3E%3Crect%20x%3D%22260%22%20y%3D%2240%22%20width%3D%22120%22%20height%3D%22270%22%20fill%3D%22%2364748b%22%2F%3E%3Cpath%20d%3D%22M320%2055v240%22%20stroke%3D%22%23fff%22%20stroke-width%3D%227%22%20stroke-dasharray%3D%2222%2018%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22105%22%20width%3D%22150%22%20height%3D%22145%22%20rx%3D%2218%22%20fill%3D%22none%22%20stroke%3D%22%23facc15%22%20stroke-width%3D%2212%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ELivelli%20sfalsati%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Area pedonale,Zona riservata prevalentemente alla circolazione dei pedoni.,"I veicoli sono esclusi salvo categorie autorizzate, emergenza e altri casi espressamente previsti. I pedoni hanno libera circolazione.",area pedonale; pedoni; accesso vietato; autorizzati; centro storico,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2270%22%20y%3D%2250%22%20width%3D%22500%22%20height%3D%22230%22%20rx%3D%2220%22%20fill%3D%22%23d1fae5%22%2F%3E%3Ccircle%20cx%3D%22250%22%20cy%3D%22110%22%20r%3D%2224%22%20fill%3D%22%23111827%22%2F%3E%3Cpath%20d%3D%22M250%20135v70M250%20155l-45%2035M250%20155l45%2035M250%20205l-35%2055M250%20205l35%2055%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%20stroke-linecap%3D%22round%22%2F%3E%3Ctext%20x%3D%22420%22%20y%3D%22175%22%20text-anchor%3D%22middle%22%20font-size%3D%2230%22%20fill%3D%22%23065f46%22%20font-family%3D%22Arial%22%3EAREA%20PEDONALE%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EArea%20pedonale%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Strada,Zona a traffico limitato (ZTL),Area con accesso o circolazione limitati a orari o categorie autorizzate.,"Le limitazioni sono indicate agli accessi e possono dipendere dall'orario, dal tipo di veicolo, dal permesso o da altre condizioni.",ZTL; zona traffico limitato; accesso; permesso; orari; varco,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2280%22%20y%3D%2255%22%20width%3D%22480%22%20height%3D%22220%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%2F%3E%3Ccircle%20cx%3D%22250%22%20cy%3D%22165%22%20r%3D%2285%22%20fill%3D%22%23fff%22%20stroke%3D%22%23dc2626%22%20stroke-width%3D%2218%22%2F%3E%3Ctext%20x%3D%22405%22%20y%3D%22145%22%20text-anchor%3D%22middle%22%20font-size%3D%2250%22%20font-weight%3D%22700%22%20fill%3D%22%231e3a8a%22%20font-family%3D%22Arial%22%3EZTL%3C%2Ftext%3E%3Ctext%20x%3D%22405%22%20y%3D%22195%22%20text-anchor%3D%22middle%22%20font-size%3D%2222%22%20fill%3D%22%231e3a8a%22%20font-family%3D%22Arial%22%3Eaccesso%20limitato%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EZona%20a%20traffico%20limitato%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art3!vig=
Tipi di strada,Autostrada,"Strada a carreggiate separate, accessi controllati e riservata a determinate categorie di veicoli.","Ha almeno due corsie per senso di marcia, corsia di emergenza o banchina adeguata, assenza di intersezioni a raso e accessi regolamentati. È segnalata con cartelli a fondo verde.",autostrada; carreggiate separate; corsia emergenza; svincoli; fondo verde; 130 km/h,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M145%20265L255%2055h130l110%20210z%22%20fill%3D%22%23374151%22%2F%3E%0A%3Cpath%20d%3D%22M320%2075v170%22%20stroke%3D%22%23fff%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2222%2018%22%2F%3E%0A%3Cpath%20d%3D%22M245%20265l45-210M395%20265l-45-210%22%20stroke%3D%22%2316a34a%22%20stroke-width%3D%229%22%2F%3E%0A%3Crect%20x%3D%2245%22%20y%3D%2280%22%20width%3D%22120%22%20height%3D%2270%22%20rx%3D%2212%22%20fill%3D%22%2316a34a%22%2F%3E%3Ctext%20x%3D%22105%22%20y%3D%22123%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2220%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3ETIPO%20STRADA%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EAutostrada%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art2!vig=
Tipi di strada,Strada extraurbana principale,Strada fuori città con carreggiate separate e caratteristiche simili all'autostrada.,"Ha almeno due corsie per senso di marcia, banchina pavimentata e assenza di intersezioni a raso. È segnalata con cartelli a fondo blu.",extraurbana principale; carreggiate separate; fondo blu; 110 km/h; svincoli,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M145%20265L255%2055h130l110%20210z%22%20fill%3D%22%23374151%22%2F%3E%0A%3Cpath%20d%3D%22M320%2075v170%22%20stroke%3D%22%23fff%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2222%2018%22%2F%3E%0A%3Cpath%20d%3D%22M245%20265l45-210M395%20265l-45-210%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%229%22%2F%3E%0A%3Crect%20x%3D%2245%22%20y%3D%2280%22%20width%3D%22120%22%20height%3D%2270%22%20rx%3D%2212%22%20fill%3D%22%232563eb%22%2F%3E%3Ctext%20x%3D%22105%22%20y%3D%22123%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2220%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3ETIPO%20STRADA%3C%2Ftext%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EExtraurbana%20principale%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art2!vig=
